,order_str,order_id
138,"[{'id': 'e84f7b2798b44836852908d57977f6d1', 'dt': Timestamp('2018-07-20 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-20 04:15:00+0000', tz='UTC'), 'amount': 6, 'filled': 6, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '47e3ae899aa04160b249a56ec92c63c5', 'dt': Timestamp('2018-07-20 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-20 04:15:00+0000', tz='UTC'), 'amount': -3, 'filled': -3, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [HDFCBANK]), 'status': <ORDER_STATUS.FILLED: 1>}]",138
139,"[{'id': 'd90d7ee08f3a4d6e9c301f87d98ce463', 'dt': Timestamp('2018-07-23 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-23 04:15:00+0000', tz='UTC'), 'amount': -5, 'filled': -5, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",139
140,[],140
141,[],141
142,[],142
143,"[{'id': '43f505a9024e414795ba78921d1e25b1', 'dt': Timestamp('2018-07-27 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-27 04:15:00+0000', tz='UTC'), 'amount': -1, 'filled': -1, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",143
144,[],144
145,"[{'id': 'd89d887f763744fd9e3898beeb310915', 'dt': Timestamp('2018-07-31 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-31 04:15:00+0000', tz='UTC'), 'amount': -117, 'filled': -117, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(7 [SBIN]), 'status': <ORDER_STATUS.FILLED: 1>}]",145
146,[],146
147,"[{'id': '294d050d312448d9aa140953355577b7', 'dt': Timestamp('2018-08-02 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-02 04:15:00+0000', tz='UTC'), 'amount': 14, 'filled': 14, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(7 [SBIN]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '28f75d5ca6f04f38af4283b8191b79b5', 'dt': Timestamp('2018-08-02 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-02 04:15:00+0000', tz='UTC'), 'amount': 4, 'filled': 4, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",147
